Country;Region;Year;URL;Title;Note;Class;Rating;Maturity
Australia;Australia - New South Wales;1984;https://www.robertparker.com//search/wines?vintage=1984&country[]=Australia&region[]=New%20South%20Wales;1984 Australia New South Wales;84R;Above-average;84;Ready to drink
USA;USA - Willamette Valley;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=USA&region[]=Oregon&location[]=Willamette%20Valley&variety[]=Pinot%20Noir;2010 Oregon: Willamette Valley Pinot Noir;88I;Above-average;88;Irregular, even among the best wines
Austria;Austria;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=Austria&variety[]=Riesling&variety[]=Gr%C3%BCner%20Veltliner;2009 Austria (Riesling & Grüner Veltliner);89I;Above-average;89;Irregular, even among the best wines
Spain;Spain - Rioja;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=Spain&region[]=Rioja;2012 Spain:  Rioja;92T;Outstanding;92;Still tannic, youthful, or slow to mature
France;France - Burgundy: Cote de Nuits;1985;https://www.robertparker.com//search/wines?vintage=1985&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;1985 Cote de Nuits (red);87C;Above-average;87;Caution, may be too old
USA;USA - North Coast;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;2014 Calif N Coast Chardonnay;94R;Outstanding;94;Ready to drink
Italy;Italy - Campania: Taurasi;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=Italy&region[]=Campania&location[]=Taurasi;2009 Italy: Campania (Taurasi);94R;Outstanding;94;Ready to drink
France;France - Loire Valley;1995;https://www.robertparker.com//search/wines?vintage=1995&country[]=France&region[]=Loire&color_class[]=White;1995 Loire Valley (white);88C;Above-average;88;Caution, may be too old
USA;USA - North Coast;1983;https://www.robertparker.com//search/wines?vintage=1983&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;1983 Calif N Coast Zinfandel;78C;Average;78;Caution, may be too old
Germany;Germany - Mosel Saar Ruwer;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;1990 Germany: Mosel-Saar-Ruwer;96R;Extraordinary;96;Ready to drink
Spain;Spain - Castilla Leon: Ribera Del Duero;1999;https://www.robertparker.com//search/wines?vintage=1999&country[]=Spain&region[]=Castilla%20Le%C3%B3n&location[]=Ribera%20del%20Duero;1999 Spain:  Ribera del Duero;88C;Above-average;88;Caution, may be too old
Italy;Italy - Tuscany: Brunello di Montalcino;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;2003 Italy:  Tuscany (Brunello di Montalcino);88C;Above-average;88;Caution, may be too old
France;France - Rhone: Chateauneuf du Pape;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"2014 Southern Rhone
Chateauneuf du Pape";87E;Above-average;87;Early maturing and accessible
USA;USA - North Coast;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Pinot%20Noir;2014 Calif N Coast Pinot Noir;94R;Outstanding;94;Ready to drink
Australia;Australia - South Australia: Barossa / McLaren Vale;1981;https://www.robertparker.com//search/wines?vintage=1981&country[]=Australia&region[]=South%20Australia&location[]=Barossa&location[]=McLaren%20Vale;1981 South Australia: Barossa / McLaren Vale;85C;Above-average;85;Caution, may be too old
USA;USA - Willamette Valley;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=USA&region[]=Oregon&location[]=Willamette%20Valley&variety[]=Pinot%20Noir;2014 Oregon: Willamette Valley Pinot Noir;93T;Outstanding;93;Still tannic, youthful, or slow to mature
France;France - Bordeaux: Graves / Pessac Leognan;2002;https://www.robertparker.com//search/wines?vintage=2002&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;2002 Graves;87T;Above-average;87;Still tannic, youthful, or slow to mature
Italy;Italy - Campania: Taurasi;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=Italy&region[]=Campania&location[]=Taurasi;2000 Italy: Campania (Taurasi);92R;Outstanding;92;Ready to drink
Italy;Italy - Friuli Venezia Giulia: Collio;1999;https://www.robertparker.com//search/wines?vintage=1999&country[]=Italy&region[]=Friuli%20Venezia%20Giulia&location[]=Collio&color_class[]=White;1999 Italy: Friuli (Collio);90C;Outstanding;90;Caution, may be too old
Italy;Italy - Trentino-Alto Adige;1998;https://www.robertparker.com//search/wines?vintage=1998&country[]=Italy&region[]=Trentino-Alto%20Adige&color_class[]=White;1998 Italy: Trentino-Alto Adige;85C;Above-average;85;Caution, may be too old
USA;USA - North Coast;1981;https://www.robertparker.com//search/wines?vintage=1981&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;1981 Calif N Coast Chardonnay;86C;Above-average;86;Caution, may be too old
USA;USA;1993;https://www.robertparker.com//search/wines?vintage=1993&country[]=USA&region[]=Washington&variety[]=Cabernet%20Sauvignon&variety[]=Syrah;"1993 Washington
Cabernet Sauvignon and Syrah";87R;Above-average;87;Ready to drink
Italy;Italy - Trentino-Alto Adige;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=Italy&region[]=Trentino-Alto%20Adige&color_class[]=White;2009 Italy: Trentino-Alto Adige;94R;Outstanding;94;Ready to drink
Portugal;Portugal;1987;https://www.robertparker.com//search/wines?vintage=1987&country[]=Portugal&type[]=Fortified;1987 Portugal Vintage Port;NV;Not yet sufficiently tasted to rate;;
Italy;Italy - Piedmont: Barolo;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=Italy&region[]=Piedmont&location[]=Barolo;1990 Italy:  Piedmont (Barolo);96R;Extraordinary;96;Ready to drink
USA;USA;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=USA&region[]=Washington&variety[]=Cabernet%20Sauvignon&variety[]=Syrah;"2008 Washington
Cabernet Sauvignon and Syrah";91T;Outstanding;91;Still tannic, youthful, or slow to mature
Australia;Australia - New South Wales;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Australia&region[]=New%20South%20Wales;2011 Australia New South Wales;82I;Above-average;82;Irregular, even among the best wines
France;France - Bordeaux: St Julien / Pauillac / St Estephe;1976;https://www.robertparker.com//search/wines?vintage=1976&country[]=France&region[]=Bordeaux&location[]=Saint-Julien&location[]=Pauillac&location[]=Saint-Estephe;1976 St. Julien / Pauillac / St. Estephe;84R;Above-average;84;Ready to drink
France;France - Burgundy: Beaujolais;1996;https://www.robertparker.com//search/wines?vintage=1996&country[]=France&region[]=Burgundy&region[]=Beaujolais;1996 Beaujolais;82C;Above-average;82;Caution, may be too old
France;France - Bordeaux: Margaux;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=France&region[]=Bordeaux&location[]=Margaux;2008 Margaux;90E;Outstanding;90;Early maturing and accessible
France;France - Loire Valley;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=France&region[]=Loire&color_class[]=White;1991 Loire Valley (white);75C;Average;75;Caution, may be too old
Italy;Italy - Piedmont: Barbaresco;2001;https://www.robertparker.com//search/wines?vintage=2001&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;2001 Italy:  Piedmont (Barbaresco);96R;Extraordinary;96;Ready to drink
Spain;Spain - Galicia;1984;https://www.robertparker.com//search/wines?vintage=1984&country[]=Spain&region[]=Galicia;1984 Spain:  Galicia;86R;Above-average;86;Ready to drink
Italy;Italy - Piedmont: Barolo;1981;https://www.robertparker.com//search/wines?vintage=1981&country[]=Italy&region[]=Piedmont&location[]=Barolo;1981 Italy:  Piedmont (Barolo);80R;Above-average;80;Ready to drink
Spain;Spain - Rioja;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=Spain&region[]=Rioja;1991 Spain:  Rioja;76R;Average;76;Ready to drink
France;France - Alsace;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=France&region[]=Alsace;1991 Alsace;78C;Average;78;Caution, may be too old
France;France - Bordeaux: Barsac / Sauternes;2013;https://www.robertparker.com//search/wines?vintage=2013&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;2013 Barsac / Sauternes;92E;Outstanding;92;Early maturing and accessible
New Zealand;New Zealand;1986;https://www.robertparker.com//search/wines?vintage=1986&country[]=New%20Zealand;1986 New Zealand;85C;Above-average;85;Caution, may be too old
Italy;Italy - Tuscany: Brunello di Montalcino;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;2010 Italy:  Tuscany (Brunello di Montalcino);98T;Extraordinary;98;Still tannic, youthful, or slow to mature
France;France - Bordeaux: Barsac / Sauternes;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;2014 Barsac / Sauternes;92E;Outstanding;92;Early maturing and accessible
France;France - Bordeaux: Barsac / Sauternes;1978;https://www.robertparker.com//search/wines?vintage=1978&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;1978 Barsac / Sauternes;75R;Average;75;Ready to drink
Italy;Italy - Tuscany: Brunello di Montalcino;1999;https://www.robertparker.com//search/wines?vintage=1999&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;1999 Italy:  Tuscany (Brunello di Montalcino);95T;Outstanding;95;Still tannic, youthful, or slow to mature
USA;USA - North Coast;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;2003 Calif N Coast Chardonnay;91R;Outstanding;91;Ready to drink
Italy;Italy - Friuli Venezia Giulia: Collio;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=Italy&region[]=Friuli%20Venezia%20Giulia&location[]=Collio&color_class[]=White;2012 Italy: Friuli (Collio);88R;Above-average;88;Ready to drink
USA;USA - North Coast;1996;https://www.robertparker.com//search/wines?vintage=1996&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;1996 Calif N Coast Zinfandel;89C;Above-average;89;Caution, may be too old
Italy;Italy - Piedmont: Barolo;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=Italy&region[]=Piedmont&location[]=Barolo;2000 Italy:  Piedmont (Barolo);91E;Outstanding;91;Early maturing and accessible
France;France - Burgundy: Cote de Beaune;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;1990 Cote de Beaune (red);92R;Outstanding;92;Ready to drink
France;France - Roussillon;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=France&region[]=Roussillon;2007 Roussillon;92R;Outstanding;92;Ready to drink
Italy;Italy - Piedmont: Barbaresco;1984;https://www.robertparker.com//search/wines?vintage=1984&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;1984 Italy:  Piedmont (Barbaresco);65C;Below-average;65;Caution, may be too old
France;France - Bordeaux: St Emilion;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=France&region[]=Bordeaux&location[]=Saint-%C3%89milion;1990 St. Emilion;98R;Extraordinary;98;Ready to drink
Germany;Germany - Rheinhessen;1984;https://www.robertparker.com//search/wines?vintage=1984&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;1984 Germany: Rhine (Riesling);70R;Average;70;Ready to drink
New Zealand;New Zealand;1999;https://www.robertparker.com//search/wines?vintage=1999&country[]=New%20Zealand;1999 New Zealand;80I;Above-average;80;Irregular, even among the best wines
Spain;Spain - Rioja;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=Spain&region[]=Rioja;1982 Spain:  Rioja;92C;Outstanding;92;Caution, may be too old
USA;USA - Central Coast: Paso Robles;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=USA&region[]=California&location[]=Central%20Coast&locale[]=San%20Luis%20Obispo%20County&site[]=Paso%20Robles;"2014 California
Central Coast:Paso Robles";93E;Outstanding;93;Early maturing and accessible
USA;USA - Willamette Valley;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=USA&region[]=Oregon&location[]=Willamette%20Valley&variety[]=Pinot%20Noir;1994 Oregon: Willamette Valley Pinot Noir;92R;Outstanding;92;Ready to drink
France;France - Burgundy;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=France&region[]=Burgundy&color_class[]=White;1991 White Burgundy;70C;Average;70;Caution, may be too old
Italy;Italy - Piedmont: Barbaresco;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;1997 Italy:  Piedmont (Barbaresco);93E;Outstanding;93;Early maturing and accessible
USA;USA - North Coast;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;1994 Calif N Coast Chardonnay;88C;Above-average;88;Caution, may be too old
France;France - Bordeaux: Barsac / Sauternes;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;2003 Barsac / Sauternes;89R;Above-average;89;Ready to drink
France;France - Champagne;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=France&region[]=Champagne;2007 Champagne;80R;Above-average;80;Ready to drink
Spain;Spain - Castilla Leon: Ribera Del Duero;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=Spain&region[]=Castilla%20Le%C3%B3n&location[]=Ribera%20del%20Duero;1982 Spain:  Ribera del Duero;87C;Above-average;87;Caution, may be too old
Australia;Australia - Western Australia;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Australia&region[]=Western%20Australia;2011 Western Australia;90T;Outstanding;90;Still tannic, youthful, or slow to mature
France;France - Rhone: Chateauneuf du Pape;1981;https://www.robertparker.com//search/wines?vintage=1981&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"1981 Southern Rhone
Chateauneuf du Pape";88C;Above-average;88;Caution, may be too old
USA;USA - North Coast;1970;https://www.robertparker.com//search/wines?vintage=1970&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1970 Calif N Coast Cabernet Sauvignon;92R;Outstanding;92;Ready to drink
France;France - Alsace;1978;https://www.robertparker.com//search/wines?vintage=1978&country[]=France&region[]=Alsace;1978 Alsace;80C;Above-average;80;Caution, may be too old
France;France - Bordeaux: St Emilion;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=France&region[]=Bordeaux&location[]=Saint-%C3%89milion;1997 St. Emilion;86R;Above-average;86;Ready to drink
France;France - Burgundy;1971;https://www.robertparker.com//search/wines?vintage=1971&country[]=France&region[]=Burgundy&color_class[]=White;1971 White Burgundy;88C;Above-average;88;Caution, may be too old
France;France - Bordeaux: Margaux;2015;https://www.robertparker.com//search/wines?vintage=2015&country[]=France&region[]=Bordeaux&location[]=Margaux;2015 Margaux;96T;Extraordinary;96;Still tannic, youthful, or slow to mature
France;France - Burgundy: Cote de Nuits;1978;https://www.robertparker.com//search/wines?vintage=1978&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;1978 Cote de Nuits (red);88C;Above-average;88;Caution, may be too old
